N,P,K,soil_ph,temperature,humidity,soil_moisture,crop
123,29,98,4.71,38.75,58.76,73.79,Pigeonpea
144,21,76,6.58,33.59,83.85,88.77,Pigeonpea
74,44,98,3.07,34.85,50.22,69.59,Pigeonpea
142,57,48,5.11,35.23,61.33,71.99,Pigeonpea
137,20,68,7.78,34.58,63.52,56.29,Pigeonpea
70,99,93,4.42,29.73,57.41,68.52,Pigeonpea
90,95,54,9.26,32.8,56.67,57.82,Pigeonpea
122,92,80,12.55,38.47,77.92,65.04,Pigeonpea
91,32,94,2.09,30.35,67.31,86.1,Pigeonpea
91,90,115,10.38,30.78,53.79,66.48,Pigeonpea
51,20,67,10.82,37.04,51.37,47.31,Pigeonpea
117,50,95,0.11,34.1,67.0,48.56,Pigeonpea
57,86,46,13.88,35.27,53.3,48.5,Pigeonpea
145,75,65,0.21,37.74,74.94,66.09,Pigeonpea
110,38,81,8.54,34.42,74.09,84.38,Pigeonpea
63,23,43,1.01,34.83,51.87,74.99,Pigeonpea
126,47,46,8.86,38.69,65.61,68.62,Pigeonpea
70,63,57,6.99,27.12,82.96,75.11,Pigeonpea
73,49,35,12.41,38.21,84.11,65.85,Pigeonpea
99,55,38,12.5,25.31,67.14,66.29,Pigeonpea
131,72,40,1.29,29.89,65.76,64.72,Pigeonpea
94,78,101,2.0,34.06,57.83,61.64,Pigeonpea
113,87,76,3.54,38.13,78.74,49.78,Pigeonpea
113,94,81,13.45,32.62,88.79,46.78,Pigeonpea
75,23,52,0.58,36.77,51.24,73.93,Pigeonpea
81,30,99,0.53,31.07,56.32,51.7,Pigeonpea
106,72,114,12.59,32.96,69.19,81.84,Pigeonpea
102,73,110,8.06,30.31,83.84,49.81,Pigeonpea
82,64,68,0.85,25.35,58.3,70.44,Pigeonpea
101,36,104,1.8,33.94,62.4,52.05,Pigeonpea
144,83,34,9.71,30.58,71.42,83.35,Pigeonpea
67,77,109,1.29,38.36,84.88,46.28,Pigeonpea
84,32,105,10.16,36.7,76.22,48.57,Pigeonpea
61,70,59,1.45,31.08,79.7,77.3,Pigeonpea
100,71,54,9.84,36.63,78.72,83.06,Pigeonpea
138,34,105,4.13,36.15,77.29,77.54,Pigeonpea
144,23,96,6.6,33.12,86.58,69.18,Pigeonpea
59,28,110,7.45,25.74,69.22,49.79,Pigeonpea
101,86,82,2.7,27.18,78.07,54.58,Pigeonpea
83,93,97,9.14,26.33,64.24,84.35,Pigeonpea
116,76,99,1.81,33.57,77.19,73.87,Pigeonpea
88,48,79,1.9,36.11,86.65,56.4,Pigeonpea
57,66,44,0.98,37.18,72.56,48.3,Pigeonpea
145,24,61,8.98,34.97,74.91,79.55,Pigeonpea
78,89,114,1.06,28.81,63.17,63.45,Pigeonpea
71,83,85,9.64,27.0,89.41,87.6,Pigeonpea
133,78,85,6.26,38.73,88.76,67.83,Pigeonpea
119,54,95,13.54,29.8,50.61,82.38,Pigeonpea
110,24,96,12.41,38.34,82.91,71.67,Pigeonpea
92,69,54,6.24,27.9,53.71,72.24,Pigeonpea
98,79,56,13.32,29.89,74.09,48.91,Pigeonpea
78,34,116,9.46,26.08,73.93,79.72,Pigeonpea
130,43,38,8.03,37.61,88.41,57.89,Pigeonpea
80,40,90,1.94,34.15,81.1,86.96,Pigeonpea
102,21,65,3.21,36.69,77.43,67.06,Pigeonpea
83,64,40,11.73,39.91,64.14,45.55,Pigeonpea
87,29,68,3.37,26.11,79.66,47.28,Pigeonpea
106,64,36,13.84,35.89,58.36,61.41,Pigeonpea
53,56,42,6.66,37.31,59.62,53.84,Pigeonpea
51,42,100,13.88,38.42,87.5,71.2,Pigeonpea
61,64,76,13.1,29.32,51.43,81.95,Pigeonpea
84,60,106,0.26,29.16,76.44,59.92,Pigeonpea
119,84,35,0.4,32.22,82.48,86.83,Pigeonpea
121,80,33,13.08,37.79,55.57,67.11,Pigeonpea
70,25,72,5.24,39.57,85.8,73.07,Pigeonpea
110,84,54,12.76,25.47,68.95,60.54,Pigeonpea
84,37,113,4.99,36.77,56.04,74.87,Pigeonpea
97,59,102,5.52,31.76,84.31,79.25,Pigeonpea
64,57,54,8.59,28.08,52.66,69.35,Pigeonpea
120,64,102,4.96,35.44,56.12,82.49,Pigeonpea
64,36,70,1.02,36.62,68.03,61.64,Pigeonpea
55,32,112,8.62,31.78,70.65,63.42,Pigeonpea
130,29,41,0.06,27.77,89.8,68.42,Pigeonpea
117,50,64,2.42,34.9,70.22,48.51,Pigeonpea
71,69,97,13.98,32.17,76.39,87.27,Pigeonpea
81,42,85,2.55,27.17,50.29,88.02,Pigeonpea
71,64,112,2.17,33.16,59.91,58.13,Pigeonpea
76,98,79,9.22,29.25,85.7,49.88,Pigeonpea
64,57,73,4.19,38.27,82.28,66.16,Pigeonpea
93,30,35,6.87,27.52,85.62,71.73,Pigeonpea
135,27,60,9.17,29.58,62.71,55.8,Pigeonpea
141,97,102,13.74,37.81,76.74,86.2,Pigeonpea
58,32,77,11.82,39.94,50.14,87.17,Pigeonpea
83,53,119,13.89,39.99,61.39,66.76,Pigeonpea
149,84,35,1.41,32.38,72.16,63.48,Pigeonpea
122,94,66,6.52,30.42,57.38,47.05,Pigeonpea
64,29,50,1.08,30.46,51.92,56.61,Pigeonpea
111,95,81,5.69,28.58,50.6,77.36,Pigeonpea
94,55,112,3.15,31.34,80.58,75.87,Pigeonpea
133,23,96,1.41,25.41,58.8,88.05,Pigeonpea
121,40,118,1.34,30.89,68.08,47.29,Pigeonpea
107,80,63,11.02,34.37,86.51,61.82,Pigeonpea
141,57,80,5.06,30.76,69.49,70.24,Pigeonpea
68,95,50,3.86,34.26,61.13,75.39,Pigeonpea
65,58,104,3.64,37.85,74.29,47.36,Pigeonpea
124,73,56,13.43,39.95,62.55,65.05,Pigeonpea
57,81,57,13.24,34.39,77.66,53.07,Pigeonpea
82,38,33,3.25,33.96,57.35,74.96,Pigeonpea
123,21,70,7.71,39.62,76.07,89.22,Pigeonpea
67,41,82,8.43,37.1,68.85,88.71,Pigeonpea
84,76,77,5.55,39.87,69.48,83.3,Pigeonpea
92,22,119,4.38,39.95,69.46,68.29,Pigeonpea
99,42,114,1.16,39.24,57.6,74.09,Pigeonpea
52,23,68,2.55,25.84,67.14,88.36,Pigeonpea
140,47,97,1.14,31.13,54.61,88.78,Pigeonpea
108,97,78,13.47,26.36,75.21,86.99,Pigeonpea
77,89,93,1.12,37.54,79.32,57.28,Pigeonpea
95,89,84,0.84,27.23,79.16,67.71,Pigeonpea
113,60,97,8.41,37.77,89.97,69.94,Pigeonpea
119,56,79,2.95,26.23,51.0,87.89,Pigeonpea
96,26,52,6.69,32.18,85.13,86.84,Pigeonpea
63,96,85,6.27,39.83,63.19,60.18,Pigeonpea
56,20,38,13.17,38.76,74.53,58.61,Pigeonpea
123,53,53,10.33,35.42,50.52,65.45,Pigeonpea
128,71,58,5.59,31.12,55.62,53.69,Pigeonpea
80,29,36,11.49,28.47,79.3,70.32,Pigeonpea
142,79,47,3.01,29.95,67.32,89.75,Pigeonpea
130,25,95,2.69,39.14,85.82,50.24,Pigeonpea
100,87,57,9.23,33.55,63.51,58.23,Pigeonpea
78,91,72,13.6,38.14,74.72,80.39,Pigeonpea
64,67,70,4.3,36.27,80.78,70.44,Pigeonpea
139,98,92,12.04,30.29,78.47,82.45,Pigeonpea
125,64,58,3.63,33.83,61.34,55.71,Pigeonpea
74,31,74,1.34,26.82,64.49,72.63,Pigeonpea
110,89,46,9.48,35.83,53.33,72.46,Pigeonpea
90,40,46,5.98,35.36,88.81,63.91,Pigeonpea
118,94,60,4.58,34.37,57.27,57.07,Pigeonpea
53,55,116,4.9,36.59,71.24,55.14,Pigeonpea
106,42,39,1.38,29.93,87.59,76.48,Pigeonpea
80,74,99,3.07,29.53,75.78,48.66,Pigeonpea
52,46,56,1.22,28.74,57.22,56.84,Pigeonpea
116,39,104,8.57,39.74,56.25,52.98,Pigeonpea
139,34,49,11.46,39.09,88.48,45.47,Pigeonpea
99,61,75,11.46,26.43,66.11,78.93,Pigeonpea
66,23,98,4.77,34.83,64.7,47.63,Pigeonpea
109,48,61,5.38,38.47,56.63,73.55,Pigeonpea
123,74,98,6.09,34.72,66.76,75.54,Pigeonpea
115,94,91,9.37,30.03,88.18,63.68,Pigeonpea
137,68,115,4.83,30.1,59.01,57.3,Pigeonpea
124,90,94,8.67,25.71,54.19,59.05,Pigeonpea
73,94,49,8.74,30.53,85.32,66.12,Pigeonpea
148,73,80,8.24,37.89,65.49,82.76,Pigeonpea
136,52,108,12.26,26.95,78.6,77.93,Pigeonpea
81,56,104,0.0,34.0,79.01,61.5,Pigeonpea
136,96,61,4.39,32.75,55.71,85.16,Pigeonpea
147,26,88,7.47,28.09,55.96,76.68,Pigeonpea
68,43,84,11.13,30.42,64.65,55.69,Pigeonpea
115,74,57,1.88,30.91,78.25,65.76,Pigeonpea
109,30,46,4.19,33.61,75.41,71.86,Pigeonpea
115,97,63,7.59,36.69,54.13,75.11,Pigeonpea
64,63,89,0.85,35.6,62.45,57.67,Pigeonpea
134,84,88,13.86,29.15,64.77,50.68,Pigeonpea
84,25,89,1.38,34.09,62.37,87.22,Pigeonpea
118,50,117,11.52,26.61,78.31,53.99,Pigeonpea
76,62,95,12.29,36.98,86.08,68.46,Pigeonpea
137,31,89,12.36,30.79,62.24,51.02,Pigeonpea
56,84,38,11.52,38.77,72.22,49.88,Pigeonpea
55,71,81,13.2,28.5,61.2,64.2,Pigeonpea
82,89,112,11.34,31.1,61.25,69.11,Pigeonpea
107,49,65,7.62,34.65,74.38,80.37,Pigeonpea
98,96,86,0.03,27.31,67.98,75.73,Pigeonpea
66,95,40,10.6,26.14,79.99,50.74,Pigeonpea
91,93,61,10.04,26.95,69.23,60.72,Pigeonpea
143,74,81,9.67,33.72,77.5,80.6,Pigeonpea
121,58,68,7.18,26.3,67.82,57.8,Pigeonpea
89,93,117,5.84,35.85,76.82,49.87,Pigeonpea
95,25,93,7.29,33.75,67.05,77.15,Pigeonpea
120,75,56,12.26,33.81,69.21,71.14,Pigeonpea
119,27,69,10.08,28.32,65.56,68.58,Pigeonpea
117,74,115,1.56,39.91,80.67,66.47,Pigeonpea
50,35,78,4.24,31.72,62.25,75.71,Pigeonpea
128,21,77,13.3,34.77,76.38,62.74,Pigeonpea
144,83,94,9.33,26.49,66.32,47.71,Pigeonpea
138,30,63,10.87,29.8,67.15,89.43,Pigeonpea
146,23,30,8.64,39.89,63.91,56.45,Pigeonpea
101,22,71,0.53,36.99,53.48,83.91,Pigeonpea
84,34,89,13.47,29.83,72.08,71.25,Pigeonpea
118,87,47,4.89,33.33,57.9,55.3,Pigeonpea
54,62,99,7.7,33.88,81.41,71.27,Pigeonpea
149,28,35,9.62,35.68,65.77,81.06,Pigeonpea
66,44,68,8.56,32.94,76.97,86.59,Pigeonpea
102,84,84,0.92,26.85,59.85,85.4,Pigeonpea
101,85,48,11.63,25.72,89.91,64.66,Pigeonpea
63,74,67,9.56,36.83,56.97,67.01,Pigeonpea
78,64,32,10.43,33.48,84.85,77.65,Pigeonpea
57,52,49,8.94,39.34,65.18,89.01,Lentil
147,41,95,2.28,31.1,86.88,60.33,Lentil
50,61,100,13.82,33.11,86.2,76.56,Lentil
78,95,34,13.02,29.44,85.64,77.48,Lentil
85,46,54,11.53,31.95,72.96,77.42,Lentil
100,30,82,3.96,31.07,72.1,53.51,Lentil
86,61,106,10.72,28.07,77.47,82.04,Lentil
142,97,41,5.13,25.4,50.61,70.86,Lentil
118,97,98,3.38,31.98,87.61,51.36,Lentil
102,41,41,1.77,36.92,85.92,74.34,Lentil
145,28,111,10.31,36.12,60.39,77.57,Lentil
101,98,96,0.71,32.93,50.44,74.88,Lentil
137,76,83,2.87,39.02,63.47,54.99,Lentil
132,50,33,12.34,31.55,82.81,79.63,Lentil
61,37,48,10.63,29.28,76.95,59.72,Lentil
101,31,114,7.29,29.74,84.87,68.06,Lentil
50,59,118,7.82,31.5,67.88,48.3,Lentil
56,64,96,11.65,26.51,79.79,66.58,Lentil
66,68,36,10.07,29.44,52.19,69.24,Lentil
147,20,38,10.5,32.74,53.63,53.64,Lentil
92,26,33,12.34,26.62,79.59,65.91,Lentil
120,21,84,3.9,39.22,80.78,85.74,Lentil
66,23,52,7.79,26.7,52.05,89.78,Lentil
108,64,104,5.8,38.94,64.44,54.0,Lentil
52,65,112,9.28,36.63,86.9,56.62,Lentil
78,86,94,9.27,39.04,78.53,53.98,Lentil
71,28,33,9.02,39.32,80.04,68.06,Lentil
87,76,38,2.32,33.47,73.52,80.58,Lentil
103,35,71,8.57,32.21,65.06,53.11,Lentil
142,70,100,6.56,26.98,58.12,60.3,Lentil
99,71,55,12.38,38.29,71.15,50.33,Lentil
118,28,50,5.37,26.55,51.89,72.0,Lentil
79,25,39,0.48,30.47,70.55,56.6,Lentil
72,63,39,4.46,38.69,77.77,50.11,Lentil
134,98,91,3.39,32.28,78.99,54.76,Lentil
139,25,94,6.74,34.97,63.18,75.81,Lentil
96,24,96,9.58,27.13,66.65,53.04,Lentil
70,65,41,10.12,33.51,78.81,64.23,Lentil
69,46,110,3.8,39.05,68.86,81.56,Lentil
72,64,48,4.56,26.45,66.5,54.5,Lentil
117,60,103,7.1,27.86,53.29,68.64,Lentil
70,47,72,10.54,27.3,71.76,84.99,Lentil
70,73,119,7.16,31.95,89.83,46.63,Lentil
50,51,37,13.68,30.36,56.26,61.25,Lentil
64,72,81,1.35,35.87,56.11,62.19,Lentil
66,90,31,0.95,26.84,78.3,62.54,Lentil
100,49,105,2.56,38.23,66.96,86.34,Lentil
112,72,68,0.59,36.5,87.36,48.58,Lentil
63,50,83,3.82,27.81,66.31,49.09,Lentil
108,31,69,11.5,29.81,59.32,64.63,Lentil
132,28,58,6.16,38.4,75.97,56.8,Lentil
99,86,101,11.51,37.02,79.37,57.91,Lentil
83,56,44,0.67,27.59,54.36,84.59,Lentil
55,47,55,5.85,34.02,52.4,53.63,Lentil
98,45,77,10.86,37.36,74.67,47.53,Lentil
55,40,70,4.81,34.64,83.24,76.58,Lentil
118,29,97,12.27,35.92,89.41,58.53,Lentil
56,99,62,13.84,32.01,50.84,70.71,Lentil
146,43,41,5.37,30.02,77.09,50.9,Lentil
126,44,79,1.82,29.9,73.57,67.45,Lentil
100,71,104,9.71,29.45,86.07,82.81,Lentil
50,20,82,4.95,33.43,89.53,88.38,Lentil
62,72,119,0.78,34.75,75.15,58.54,Lentil
92,87,79,12.74,26.96,72.47,65.94,Lentil
76,97,59,1.7,25.35,55.1,77.73,Lentil
120,43,60,13.64,35.23,81.92,75.44,Lentil
52,46,31,5.89,34.98,77.66,53.1,Lentil
107,46,108,13.39,28.36,60.77,88.63,Lentil
138,84,95,12.84,34.88,54.42,76.18,Lentil
146,58,82,12.94,28.91,51.3,52.37,Lentil
66,96,105,7.33,28.98,79.03,72.43,Lentil
94,55,111,10.7,36.75,78.16,71.62,Lentil
127,95,101,11.76,30.42,50.86,60.84,Lentil
107,88,96,1.36,30.13,67.86,75.18,Lentil
105,24,85,3.5,30.29,82.22,69.74,Lentil
103,29,62,6.64,31.65,51.32,59.45,Lentil
136,35,60,12.66,31.8,61.57,50.05,Lentil
137,72,97,8.53,28.93,64.14,76.5,Lentil
78,33,52,2.12,35.62,88.98,60.68,Lentil
103,93,74,3.97,35.99,87.81,88.04,Lentil
76,48,64,3.48,38.37,52.73,65.0,Lentil
94,47,94,11.53,38.68,89.2,83.5,Lentil
136,36,32,2.06,39.24,72.05,88.93,Lentil
80,88,39,8.9,26.92,85.51,63.47,Lentil
85,85,57,5.66,35.93,57.76,62.43,Lentil
130,55,109,13.41,37.78,82.38,45.28,Lentil
110,65,33,3.5,39.57,53.42,72.23,Lentil
86,64,86,4.33,26.67,82.65,86.49,Lentil
116,28,97,1.85,32.22,55.63,79.71,Lentil
85,55,52,10.3,32.12,52.28,57.55,Lentil
54,24,52,4.72,35.35,80.77,49.12,Lentil
95,98,79,7.45,31.37,51.11,50.27,Lentil
128,92,108,6.8,28.85,75.82,76.87,Lentil
101,69,106,5.03,25.92,83.93,48.51,Lentil
98,47,30,7.88,28.41,76.86,84.28,Lentil
55,46,53,9.36,39.93,69.47,80.39,Lentil
59,66,73,10.24,33.37,82.13,68.66,Lentil
145,52,94,11.13,34.99,59.62,71.42,Lentil
72,57,74,4.98,30.24,79.3,76.51,Lentil
66,27,106,7.02,37.89,61.44,53.12,Lentil
133,23,67,6.09,33.5,68.99,72.17,Lentil
93,55,110,4.94,30.12,55.53,60.73,Lentil
90,50,85,7.84,30.81,74.15,61.77,Lentil
64,93,80,13.54,33.66,62.25,66.08,Lentil
93,68,59,3.45,38.62,66.13,63.26,Lentil
107,60,113,1.13,31.52,63.7,59.0,Lentil
135,27,34,0.35,30.11,85.02,83.12,Lentil
99,49,98,12.35,29.38,87.42,84.35,Lentil
101,33,66,4.93,27.01,74.37,84.0,Lentil
119,64,109,11.08,27.91,86.79,64.08,Lentil
117,65,50,13.55,39.25,86.11,82.33,Lentil
112,86,99,9.27,38.29,87.34,70.47,Lentil
107,35,99,9.19,35.83,61.34,48.68,Lentil
72,29,103,13.25,28.76,53.73,62.95,Lentil
93,87,35,11.05,26.55,50.31,67.55,Lentil
132,71,96,7.95,28.89,61.2,81.57,Lentil
144,69,73,0.73,38.91,58.2,64.49,Lentil
93,87,84,13.98,25.9,57.02,88.36,Lentil
101,21,81,1.25,27.78,62.57,49.28,Lentil
116,94,118,10.65,37.75,82.65,45.22,Lentil
77,98,113,9.7,31.88,69.58,80.59,Lentil
116,94,94,7.31,25.15,74.12,75.84,Lentil
127,79,81,5.83,30.14,55.14,58.98,Lentil
67,69,60,0.38,31.7,86.25,60.4,Lentil
76,20,107,6.26,37.4,54.13,84.76,Lentil
100,56,96,10.62,28.14,73.04,85.64,Lentil
109,42,109,0.31,33.31,53.95,66.2,Lentil
123,68,107,8.41,32.15,87.56,68.23,Lentil
98,93,96,11.15,34.11,89.41,46.82,Lentil
64,83,35,6.81,25.91,63.13,45.67,Lentil
132,36,38,5.86,34.59,61.42,52.57,Lentil
122,90,41,11.46,38.88,59.73,50.04,Lentil
117,34,95,4.47,31.78,57.64,76.11,Lentil
64,70,93,10.86,30.37,79.74,50.13,Lentil
100,46,72,4.39,35.92,67.21,81.29,Lentil
97,28,89,11.77,39.5,56.23,52.24,Lentil
121,83,96,0.92,25.58,66.09,46.53,Lentil
50,82,106,10.67,29.92,71.55,82.3,Lentil
56,72,60,5.18,25.58,66.33,48.72,Lentil
102,61,102,11.51,27.88,82.48,52.1,Lentil
80,89,69,3.0,25.03,79.14,62.53,Lentil
67,54,101,0.78,30.34,66.64,51.94,Lentil
61,36,51,8.08,29.63,77.22,68.67,Lentil
97,63,119,12.45,35.29,77.41,48.03,Lentil
79,62,109,9.88,33.89,60.03,59.26,Lentil
146,95,64,1.46,27.86,89.22,46.22,Lentil
56,63,94,11.33,37.17,88.81,84.84,Lentil
141,57,100,7.04,37.0,87.93,55.22,Lentil
52,60,79,9.06,39.11,82.75,51.19,Lentil
112,44,69,13.77,39.56,50.83,52.02,Lentil
55,68,104,9.58,30.18,89.77,49.34,Lentil
144,79,40,11.19,35.85,77.95,52.81,Lentil
64,21,106,13.06,29.98,51.88,50.57,Lentil
120,84,70,3.36,26.61,86.5,83.82,Lentil
92,22,33,5.11,35.16,56.07,75.65,Lentil
143,33,118,7.76,32.28,81.55,49.53,Lentil
140,64,32,12.55,35.66,63.37,80.82,Lentil
130,53,103,9.99,33.93,53.27,56.41,Lentil
67,55,98,9.57,35.08,74.29,74.27,Lentil
71,34,105,8.08,29.3,84.06,53.66,Lentil
110,56,63,3.89,31.74,54.39,70.68,Lentil
110,29,105,7.79,31.14,87.82,74.07,Lentil
102,28,82,4.55,25.19,81.13,51.95,Lentil
75,69,67,1.27,34.87,82.74,54.57,Lentil
140,54,108,9.39,25.39,84.72,67.15,Lentil
89,65,114,13.21,39.32,72.31,78.75,Lentil
137,66,33,5.24,27.95,54.53,49.25,Lentil
57,37,104,3.42,32.45,72.4,66.58,Lentil
70,44,103,0.99,38.16,58.37,70.08,Lentil
142,54,100,6.14,37.82,88.77,74.95,Lentil
92,99,102,12.26,34.77,66.69,55.68,Lentil
70,70,47,11.87,25.48,52.57,65.28,Lentil
52,74,76,11.44,25.76,76.49,72.57,Lentil
80,35,56,5.19,35.02,63.91,84.7,Lentil
76,31,57,8.76,33.38,54.02,80.68,Lentil
76,78,86,13.91,26.72,73.08,59.1,Lentil
122,92,103,13.67,31.72,51.28,53.79,Lentil
106,56,34,10.0,33.57,58.87,82.88,Lentil
146,51,49,0.41,34.62,50.75,54.26,Lentil
82,76,84,11.37,33.23,63.17,53.2,Lentil
139,41,62,8.41,35.84,55.36,69.2,Lentil
141,64,93,9.32,30.97,53.75,84.42,Lentil
93,31,48,12.14,33.08,65.25,64.85,Lentil
92,24,31,10.84,26.3,64.62,76.68,Lentil
80,45,111,5.35,25.13,55.64,77.61,Lentil
114,39,107,2.61,30.68,79.8,57.18,Lentil
133,80,98,11.4,30.46,89.07,56.53,Lentil
125,27,90,6.45,33.98,88.56,52.48,Lentil
66,81,87,3.15,33.79,60.68,70.6,Lentil
64,73,47,5.35,30.68,83.91,82.88,Lentil
83,99,74,9.65,36.12,70.61,51.61,Lentil
129,77,108,4.47,36.5,64.1,89.0,Lentil
53,85,52,7.68,31.86,68.35,89.46,Lentil
121,64,79,8.29,25.76,67.99,52.9,Lentil
147,84,33,0.37,34.04,57.75,69.98,Lentil
138,24,53,12.35,30.78,84.07,60.28,Lentil
128,50,41,1.68,29.13,57.45,59.08,Lentil
77,42,58,11.53,33.01,73.63,83.79,Lentil
122,40,35,10.26,36.38,64.59,51.35,Lentil
51,31,53,8.25,38.94,52.22,75.25,Lentil
66,23,115,10.19,33.32,85.02,81.05,Lentil
107,56,46,1.15,39.74,58.82,87.31,Lentil
123,94,86,0.95,31.11,57.38,84.71,Lentil
58,28,61,1.69,29.87,89.43,71.54,Lentil
80,45,118,0.32,34.74,61.11,89.89,Lentil
115,46,82,8.43,39.53,82.86,59.15,Lentil
137,81,55,8.61,34.97,74.81,77.59,Lentil
111,69,100,11.16,38.75,70.14,51.63,Lentil
68,91,64,12.56,30.71,58.67,67.98,Lentil
130,21,56,2.88,25.42,78.03,86.04,Lentil
123,45,37,4.5,34.71,85.99,68.84,Lentil
104,88,64,3.82,39.37,89.73,68.23,Lentil
77,65,47,11.73,29.98,88.51,75.48,Lentil
141,97,52,3.98,36.64,59.94,63.91,Lentil
99,82,45,12.68,34.66,55.27,88.04,Lentil
114,89,60,5.25,34.12,53.59,58.64,Lentil
52,42,90,3.39,29.93,52.86,53.2,Lentil
128,36,63,0.91,37.69,65.79,47.99,Lentil
101,83,30,1.99,39.81,80.39,72.91,Lentil
59,48,102,13.7,33.13,60.74,84.32,Lentil
70,71,97,9.2,28.9,54.08,81.18,Lentil
86,43,74,0.41,37.37,50.25,53.02,Lentil
64,54,87,1.44,33.89,65.68,85.18,Lentil
136,66,49,12.55,27.85,61.16,46.25,Lentil
127,70,110,11.02,36.24,78.83,61.52,Lentil
128,21,73,12.51,37.21,80.94,59.26,Lentil
123,40,39,11.81,32.87,56.72,72.5,Lentil
58,59,75,11.45,37.63,51.66,76.11,Lentil
93,88,106,3.87,34.94,87.84,80.37,Lentil
88,54,86,6.79,38.65,89.47,68.36,Lentil
54,63,67,8.72,29.86,75.17,64.39,Lentil
74,54,45,7.23,30.07,73.73,63.54,Lentil
105,99,68,4.54,35.14,79.23,87.02,Lentil
139,44,56,11.09,37.67,57.65,84.63,Lentil
113,99,109,7.29,28.99,56.19,89.01,Lentil
121,50,108,7.47,35.8,74.81,57.91,Lentil
135,71,109,4.29,28.03,79.05,73.58,Lentil
101,54,35,4.9,34.29,58.12,80.54,Lentil
138,42,58,1.44,34.14,70.72,49.24,Lentil
125,68,69,6.89,26.18,88.05,57.06,Lentil
58,35,46,11.87,26.85,52.72,47.35,Lentil
59,77,69,6.24,37.35,75.46,69.26,Lentil
59,69,100,12.04,27.76,57.95,62.13,Lentil
122,97,84,13.15,32.25,88.91,59.47,Lentil
111,83,55,9.28,25.91,72.02,63.38,Lentil
139,71,55,10.41,37.0,82.21,67.69,Lentil
148,59,40,9.73,31.35,88.44,58.34,Lentil
140,73,54,13.87,36.25,58.18,48.42,Lentil
109,36,71,8.93,39.53,87.26,78.15,Lentil
144,23,77,5.63,37.6,70.72,65.87,Lentil
68,99,31,1.44,26.67,61.59,70.39,Lentil
87,75,30,1.72,37.34,50.65,80.35,Lentil
55,49,35,12.88,36.74,74.14,74.67,Lentil
64,53,69,13.21,30.58,61.68,81.46,Lentil
142,63,65,0.45,28.59,68.94,84.01,Lentil
96,88,30,10.55,39.24,79.13,47.3,Lentil
94,84,44,7.69,37.73,66.46,62.15,Lentil
54,72,94,1.48,36.23,51.57,68.0,Lentil
127,89,112,1.76,28.15,85.04,71.52,Lentil
102,52,54,12.52,35.39,50.52,73.37,Lentil
115,97,107,4.7,34.53,78.44,73.08,Lentil
111,55,115,6.13,34.39,81.11,51.79,Lentil
72,37,116,8.97,36.49,53.97,72.88,Lentil
93,70,91,4.04,38.33,73.31,64.0,Lentil
101,76,100,9.66,38.22,83.21,49.47,Lentil
95,63,63,13.95,29.21,70.06,64.28,Lentil
68,29,40,8.25,37.34,84.98,79.78,Lentil
137,58,109,1.02,30.88,77.73,51.44,Lentil
133,75,67,4.29,33.85,65.59,81.82,Lentil
96,68,38,0.54,34.76,86.54,82.0,Lentil
140,77,33,11.2,32.7,76.98,49.81,Lentil
101,95,74,13.5,29.65,85.88,46.74,Lentil
73,42,85,11.12,27.22,78.57,66.56,Lentil
66,26,64,4.75,38.4,79.54,69.13,Lentil
138,64,52,8.19,28.45,67.78,66.46,Lentil
95,74,53,1.32,38.7,84.56,54.72,Lentil
113,74,33,9.62,30.59,81.28,75.38,Lentil
144,96,69,9.58,35.56,77.61,73.91,Lentil
77,57,81,12.83,26.67,74.25,81.25,Lentil
99,38,89,3.49,27.09,71.16,69.64,Lentil
113,41,63,5.06,25.89,85.85,62.74,Lentil
77,30,60,3.52,36.72,75.24,54.43,Lentil
135,22,60,13.23,32.25,58.11,89.2,Lentil
105,38,61,9.08,38.54,68.93,59.31,Lentil
108,26,65,9.92,37.02,87.67,50.37,Lentil
54,53,115,11.7,32.74,75.09,56.45,Lentil
103,30,48,1.19,39.48,67.39,45.76,Lentil
93,24,74,13.17,29.54,69.64,89.61,Lentil
91,90,64,9.48,28.96,69.46,50.55,Lentil
121,55,67,10.83,30.78,78.18,72.98,Lentil
141,24,71,11.11,25.43,67.83,78.24,Lentil
106,75,89,9.92,27.33,72.61,62.07,Lentil
96,24,44,8.39,26.14,59.38,55.68,Lentil
125,46,85,8.73,30.59,71.39,82.51,Lentil
74,46,89,8.15,37.23,70.23,48.47,Lentil
93,51,37,6.28,37.23,62.59,69.91,Lentil
64,34,52,11.26,27.55,68.47,53.94,Lentil
100,73,100,8.67,32.27,50.9,55.57,Lentil
102,39,51,13.52,26.59,60.78,58.28,Lentil
83,53,65,5.49,26.98,78.41,80.89,Lentil
126,53,68,0.36,25.08,79.96,82.76,Lentil
57,65,105,2.97,37.55,66.6,64.07,Lentil
126,40,96,1.11,36.21,56.19,73.12,Lentil
149,58,67,3.66,25.92,77.22,74.68,Lentil
119,59,73,7.85,27.03,65.47,86.12,Lentil
145,63,65,9.46,36.68,59.38,45.58,Lentil
70,55,50,8.66,34.15,89.75,60.87,Lentil
56,74,51,8.82,30.29,53.84,86.66,Lentil
139,90,52,0.37,32.58,87.56,49.8,Lentil
128,69,36,12.14,34.96,50.66,79.88,Lentil
105,77,36,6.27,32.53,55.0,45.15,Lentil
